school_id,school_name,district,software_name,license_type,licenses_purchased,licenses_assigned,licenses_used,last_used_date,renewal_date,annual_cost,grade_band,0
SCH001,Oak Ridge Elementary,Wake County,Microsoft 365,Per User,721,507,276,2024-12-30,2025-06-05,11536,Elementary,
SCH004,Maple Leaf Elementary,Durham County,PowerSchool,Site License,150,133,104,2024-05-13,2024-09-09,750,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Canvas,Site License,1188,1095,802,2024-02-18,2024-11-10,9504,Elementary,
SCH002,Pine Valley High,Wake County,Google Workspace,Per User,74,45,29,2024-03-07,2024-07-16,1258,Middle,
SCH003,Cedar Grove High,Wake County,Zoom,Per Host,1340,890,743,2024-10-27,2025-04-07,9380,High,
SCH001,Oak Ridge Elementary,Wake County,Google Workspace,Per User,454,437,331,2024-03-06,2024-05-22,6810,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Google Workspace,Per User,994,621,396,2024-10-20,2025-06-28,16898,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Google Workspace,Per User,833,717,446,2024-06-30,2024-11-16,8330,Elementary,
SCH003,Cedar Grove High,Wake County,iReady,Per Student,963,653,343,2024-11-10,2025-10-23,23112,High,
SCH002,Pine Valley High,Wake County,Zoom,Per Host,654,647,533,2024-10-08,2025-07-10,3924,Middle,
SCH001,Oak Ridge Elementary,Wake County,iReady,Per Student,834,570,499,2024-04-12,2025-04-06,17514,Elementary,
SCH002,Pine Valley High,Wake County,Zoom,Per Host,1163,1103,570,2024-07-14,2025-02-12,23260,Middle,
SCH005,Riverside High,Durham County,Canvas,Site License,754,741,627,2024-06-13,2025-01-27,9802,High,
SCH002,Pine Valley High,Wake County,Google Workspace,Per User,703,533,281,2024-05-23,2024-07-21,14060,Middle,
SCH005,Riverside High,Durham County,iReady,Per Student,1246,866,514,2024-02-21,2024-07-26,14952,High,
SCH003,Cedar Grove High,Wake County,PowerSchool,Site License,164,126,112,2024-06-30,2024-10-26,1640,High,
SCH002,Pine Valley High,Wake County,PowerSchool,Site License,701,603,603,2024-01-15,2024-08-12,16123,Middle,
SCH005,Riverside High,Durham County,Microsoft 365,Per User,1203,817,660,2024-10-04,2025-04-10,12030,High,
SCH004,Maple Leaf Elementary,Durham County,Google Workspace,Per User,234,147,102,2024-11-04,2025-03-26,1170,Elementary,
SCH005,Riverside High,Durham County,Canvas,Site License,51,40,39,2024-04-13,2024-07-18,765,High,
SCH002,Pine Valley High,Wake County,iReady,Per Student,171,104,61,2024-10-27,2025-02-06,1368,Middle,
SCH005,Riverside High,Durham County,iReady,Per Student,198,165,132,2024-10-27,2025-01-16,2970,High,
SCH003,Cedar Grove High,Wake County,iReady,Per Student,329,237,211,2024-08-11,2025-08-03,6580,High,
SCH003,Cedar Grove High,Wake County,Microsoft 365,Per User,1498,1473,1446,2024-11-10,2025-06-10,17976,High,
SCH005,Riverside High,Durham County,Microsoft 365,Per User,824,651,475,2024-03-06,2024-07-04,4120,High,
SCH005,Riverside High,Durham County,Canvas,Site License,1212,743,464,2024-11-04,2025-05-15,29088,High,
SCH002,Pine Valley High,Wake County,Zoom,Per Host,1208,777,642,2024-03-13,2024-09-28,8456,Middle,
SCH002,Pine Valley High,Wake County,iReady,Per Student,704,507,415,2024-02-15,2025-02-06,10560,Middle,
SCH004,Maple Leaf Elementary,Durham County,Google Workspace,Per User,593,408,267,2024-12-20,2025-02-22,9488,Elementary,
SCH003,Cedar Grove High,Wake County,Google Workspace,Per User,52,32,28,2024-08-12,2025-04-13,520,High,
SCH004,Maple Leaf Elementary,Durham County,Canvas,Site License,825,674,616,2024-07-11,2024-09-30,16500,Elementary,
SCH005,Riverside High,Durham County,Zoom,Per Host,1457,1104,718,2024-08-19,2024-10-25,8742,High,
SCH003,Cedar Grove High,Wake County,Google Workspace,Per User,702,554,330,2024-02-07,2024-08-30,7020,High,
SCH004,Maple Leaf Elementary,Durham County,Microsoft 365,Per User,203,191,106,2024-06-22,2025-05-22,4872,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Zoom,Per Host,113,94,88,2024-03-25,2025-02-28,2034,Elementary,
SCH002,Pine Valley High,Wake County,Google Workspace,Per User,257,196,124,2024-04-07,2024-12-02,5654,Middle,
SCH005,Riverside High,Durham County,iReady,Per Student,1402,1129,868,2024-05-01,2024-07-19,8412,High,
SCH004,Maple Leaf Elementary,Durham County,PowerSchool,Site License,1175,1135,1069,2024-03-19,2024-05-15,18800,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Canvas,Site License,229,174,171,2024-11-16,2025-10-19,4580,Elementary,
SCH002,Pine Valley High,Wake County,Google Workspace,Per User,102,74,47,2024-11-22,2025-05-20,714,Middle,
SCH004,Maple Leaf Elementary,Durham County,Google Workspace,Per User,681,611,546,2024-09-07,2025-02-19,4767,Elementary,
SCH005,Riverside High,Durham County,Canvas,Site License,428,350,272,2024-07-08,2024-11-10,8132,High,
SCH001,Oak Ridge Elementary,Wake County,iReady,Per Student,950,808,538,2024-04-25,2024-10-09,21850,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Microsoft 365,Per User,1476,984,535,2024-12-08,2025-07-02,32472,Elementary,
SCH004,Maple Leaf Elementary,Durham County,PowerSchool,Site License,515,450,240,2024-07-17,2025-05-10,9270,Elementary,
SCH005,Riverside High,Durham County,Zoom,Per Host,1022,906,904,2024-04-30,2025-01-28,14308,High,
SCH001,Oak Ridge Elementary,Wake County,Canvas,Site License,121,104,88,2024-09-21,2025-08-09,2904,Elementary,
SCH002,Pine Valley High,Wake County,Google Workspace,Per User,969,669,419,2024-04-18,2024-08-24,8721,Middle,
SCH001,Oak Ridge Elementary,Wake County,Canvas,Site License,210,181,115,2024-11-17,2025-03-02,5040,Elementary,
SCH003,Cedar Grove High,Wake County,iReady,Per Student,187,123,85,2024-10-11,2025-06-01,4114,High,
SCH003,Cedar Grove High,Wake County,iReady,Per Student,1114,902,898,2024-01-07,2024-12-21,25622,High,
SCH005,Riverside High,Durham County,Canvas,Site License,280,221,129,2024-03-16,2025-01-30,6440,High,
SCH005,Riverside High,Durham County,Google Workspace,Per User,266,231,214,2024-02-21,2024-08-15,5852,High,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,590,452,393,2024-09-05,2025-07-24,14160,High,
SCH004,Maple Leaf Elementary,Durham County,Google Workspace,Per User,402,311,258,2024-03-14,2025-02-23,9648,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Google Workspace,Per User,860,685,463,2024-01-26,2024-10-25,11180,Elementary,
SCH003,Cedar Grove High,Wake County,Google Workspace,Per User,741,599,458,2024-05-23,2025-02-28,5928,High,
SCH002,Pine Valley High,Wake County,Microsoft 365,Per User,665,625,476,2024-05-17,2025-01-15,15960,Middle,
SCH001,Oak Ridge Elementary,Wake County,Microsoft 365,Per User,954,680,548,2024-09-05,2025-06-26,15264,Elementary,
SCH001,Oak Ridge Elementary,Wake County,PowerSchool,Site License,375,241,159,2024-12-29,2025-10-14,6375,Elementary,
SCH002,Pine Valley High,Wake County,PowerSchool,Site License,1214,742,459,2024-04-08,2024-08-18,7284,Middle,
SCH002,Pine Valley High,Wake County,Google Workspace,Per User,984,615,491,2024-12-26,2025-05-06,12792,Middle,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,1084,853,751,2024-03-04,2024-04-18,13008,High,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,1266,987,583,2024-08-30,2025-07-26,27852,High,
SCH003,Cedar Grove High,Wake County,iReady,Per Student,384,296,171,2024-05-25,2024-07-08,6528,High,
SCH001,Oak Ridge Elementary,Wake County,Microsoft 365,Per User,1221,1131,784,2024-04-23,2025-04-19,14652,Elementary,
SCH002,Pine Valley High,Wake County,iReady,Per Student,1384,1249,1149,2024-01-11,2024-02-14,27680,Middle,
SCH002,Pine Valley High,Wake County,Zoom,Per Host,404,395,199,2024-04-24,2024-09-30,9696,Middle,
SCH003,Cedar Grove High,Wake County,Zoom,Per Host,1366,1100,983,2024-07-11,2025-02-04,25954,High,
SCH003,Cedar Grove High,Wake County,Microsoft 365,Per User,1005,757,724,2024-09-23,2025-09-07,17085,High,
SCH005,Riverside High,Durham County,Google Workspace,Per User,65,55,48,2024-07-10,2025-05-23,1625,High,
SCH005,Riverside High,Durham County,PowerSchool,Site License,628,452,401,2024-02-25,2024-11-27,4396,High,
SCH003,Cedar Grove High,Wake County,iReady,Per Student,1361,1148,857,2024-05-13,2025-05-13,34025,High,
SCH003,Cedar Grove High,Wake County,Microsoft 365,Per User,357,346,234,2024-01-30,2025-01-01,6069,High,
SCH003,Cedar Grove High,Wake County,Zoom,Per Host,336,207,186,2024-09-11,2025-03-11,4368,High,
SCH004,Maple Leaf Elementary,Durham County,Canvas,Site License,845,525,359,2024-06-24,2024-11-14,18590,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Zoom,Per Host,784,729,517,2024-03-28,2025-02-06,7840,Elementary,
SCH003,Cedar Grove High,Wake County,Google Workspace,Per User,1014,673,468,2024-10-13,2025-02-13,15210,High,
SCH001,Oak Ridge Elementary,Wake County,Microsoft 365,Per User,777,580,447,2024-08-03,2025-02-18,12432,Elementary,
SCH003,Cedar Grove High,Wake County,PowerSchool,Site License,652,628,374,2024-08-28,2024-10-24,16300,High,
SCH005,Riverside High,Durham County,PowerSchool,Site License,1321,864,673,2024-04-09,2025-01-20,10568,High,
SCH004,Maple Leaf Elementary,Durham County,PowerSchool,Site License,661,607,330,2024-03-18,2024-06-26,7271,Elementary,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,1216,1186,1061,2024-03-14,2024-09-21,12160,High,
SCH001,Oak Ridge Elementary,Wake County,Canvas,Site License,731,528,424,2024-11-20,2025-01-18,3655,Elementary,
SCH004,Maple Leaf Elementary,Durham County,iReady,Per Student,478,329,311,2024-03-22,2024-12-27,3346,Elementary,
SCH002,Pine Valley High,Wake County,PowerSchool,Site License,938,886,662,2024-07-25,2025-03-31,18760,Middle,
SCH004,Maple Leaf Elementary,Durham County,Google Workspace,Per User,127,110,67,2024-07-10,2024-08-16,1905,Elementary,
SCH005,Riverside High,Durham County,Microsoft 365,Per User,86,51,45,2024-05-07,2024-09-29,1376,High,
SCH003,Cedar Grove High,Wake County,Microsoft 365,Per User,260,205,166,2024-10-28,2025-05-02,2600,High,
SCH001,Oak Ridge Elementary,Wake County,Google Workspace,Per User,660,544,505,2024-09-23,2025-08-24,13860,Elementary,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,1456,1010,680,2024-09-07,2025-04-08,16016,High,
SCH002,Pine Valley High,Wake County,Canvas,Site License,89,67,47,2024-03-08,2024-07-24,445,Middle,
SCH005,Riverside High,Durham County,PowerSchool,Site License,396,268,227,2024-12-30,2025-12-28,2376,High,
SCH004,Maple Leaf Elementary,Durham County,Zoom,Per Host,573,540,294,2024-10-31,2024-12-24,4584,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Google Workspace,Per User,1462,995,710,2024-08-15,2025-03-27,11696,Elementary,
SCH005,Riverside High,Durham County,iReady,Per Student,1021,971,563,2024-04-15,2025-04-02,5105,High,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,1405,946,812,2024-09-23,2025-03-10,33720,High,
SCH005,Riverside High,Durham County,Zoom,Per Host,330,305,178,2024-09-18,2025-08-30,2640,High,
SCH003,Cedar Grove High,Wake County,Google Workspace,Per User,267,223,136,2024-11-07,2025-03-19,3471,High,
SCH005,Riverside High,Durham County,Microsoft 365,Per User,783,678,490,2024-03-23,2024-05-12,17226,High,
SCH004,Maple Leaf Elementary,Durham County,Microsoft 365,Per User,1459,1367,1021,2024-04-30,2024-05-31,7295,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Google Workspace,Per User,1225,1077,1043,2024-03-17,2024-06-01,25725,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Zoom,Per Host,257,186,175,2024-04-28,2025-01-16,3598,Elementary,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,152,97,59,2024-01-21,2024-07-17,2432,High,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,287,184,97,2024-01-05,2024-04-14,7175,High,
SCH002,Pine Valley High,Wake County,iReady,Per Student,782,693,664,2024-05-17,2024-08-02,12512,Middle,
SCH003,Cedar Grove High,Wake County,Microsoft 365,Per User,283,220,161,2024-08-21,2025-02-06,4811,High,
SCH004,Maple Leaf Elementary,Durham County,Canvas,Site License,1378,996,555,2024-03-08,2024-05-07,13780,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Canvas,Site License,1259,1002,911,2024-10-18,2025-06-29,12590,Elementary,
SCH005,Riverside High,Durham County,Canvas,Site License,784,783,405,2024-12-16,2025-03-22,15680,High,
SCH004,Maple Leaf Elementary,Durham County,Google Workspace,Per User,892,760,403,2024-02-02,2024-07-14,22300,Elementary,
SCH003,Cedar Grove High,Wake County,Google Workspace,Per User,1492,1432,1306,2024-10-16,2025-03-09,22380,High,
SCH005,Riverside High,Durham County,PowerSchool,Site License,1459,972,707,2024-12-04,2025-05-10,29180,High,
SCH003,Cedar Grove High,Wake County,Zoom,Per Host,1435,1255,779,2024-10-12,2025-09-20,8610,High,
SCH001,Oak Ridge Elementary,Wake County,Zoom,Per Host,371,351,295,2024-09-10,2025-01-02,2597,Elementary,
SCH004,Maple Leaf Elementary,Durham County,iReady,Per Student,543,409,275,2024-01-26,2024-11-10,6516,Elementary,
SCH005,Riverside High,Durham County,Zoom,Per Host,825,701,470,2024-02-10,2024-11-01,15675,High,
SCH005,Riverside High,Durham County,Canvas,Site License,230,201,157,2024-06-10,2024-09-08,4600,High,
SCH001,Oak Ridge Elementary,Wake County,Google Workspace,Per User,876,736,386,2024-10-12,2025-08-19,4380,Elementary,
SCH001,Oak Ridge Elementary,Wake County,PowerSchool,Site License,1317,1101,1070,2024-10-14,2025-02-26,32925,Elementary,
SCH004,Maple Leaf Elementary,Durham County,iReady,Per Student,794,503,460,2024-04-24,2025-01-11,11910,Elementary,
SCH005,Riverside High,Durham County,PowerSchool,Site License,1278,1250,997,2024-08-19,2024-11-15,10224,High,
SCH002,Pine Valley High,Wake County,Google Workspace,Per User,749,630,464,2024-10-07,2025-07-31,11984,Middle,
SCH001,Oak Ridge Elementary,Wake County,Google Workspace,Per User,386,357,213,2024-07-28,2024-10-20,5018,Elementary,
SCH005,Riverside High,Durham County,Microsoft 365,Per User,434,290,245,2024-04-20,2025-01-09,4774,High,
SCH003,Cedar Grove High,Wake County,Google Workspace,Per User,898,561,343,2024-08-18,2025-05-09,20654,High,
SCH005,Riverside High,Durham County,Microsoft 365,Per User,1071,644,593,2024-01-25,2024-12-03,19278,High,
SCH005,Riverside High,Durham County,Canvas,Site License,1091,1053,707,2024-12-20,2025-11-11,10910,High,
SCH002,Pine Valley High,Wake County,Google Workspace,Per User,843,841,727,2024-11-06,2025-05-19,17703,Middle,
SCH004,Maple Leaf Elementary,Durham County,Canvas,Site License,1297,1032,796,2024-07-22,2025-02-12,18158,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Microsoft 365,Per User,332,304,283,2024-06-02,2025-04-08,4980,Elementary,
SCH005,Riverside High,Durham County,Zoom,Per Host,495,348,227,2024-11-15,2025-05-12,7920,High,
SCH002,Pine Valley High,Wake County,Zoom,Per Host,1381,1010,762,2024-10-04,2025-09-25,20715,Middle,
SCH001,Oak Ridge Elementary,Wake County,iReady,Per Student,1201,965,780,2024-10-19,2025-06-19,26422,Elementary,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,76,51,25,2024-07-14,2024-10-26,456,High,
SCH001,Oak Ridge Elementary,Wake County,Microsoft 365,Per User,596,549,356,2024-05-26,2024-10-31,5364,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Zoom,Per Host,654,496,440,2024-10-04,2024-11-19,10464,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Google Workspace,Per User,1311,1015,887,2024-11-27,2025-10-10,22287,Elementary,
SCH002,Pine Valley High,Wake County,PowerSchool,Site License,1475,1179,637,2024-07-14,2025-02-27,26550,Middle,
SCH003,Cedar Grove High,Wake County,PowerSchool,Site License,160,97,95,2024-05-08,2024-09-18,3840,High,
SCH004,Maple Leaf Elementary,Durham County,Microsoft 365,Per User,1347,1184,1151,2024-11-04,2025-03-14,14817,Elementary,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,413,266,180,2024-03-29,2025-01-16,3304,High,
SCH004,Maple Leaf Elementary,Durham County,Google Workspace,Per User,927,698,633,2024-05-15,2024-08-19,9270,Elementary,
SCH005,Riverside High,Durham County,iReady,Per Student,61,46,37,2024-12-29,2025-04-17,366,High,
SCH002,Pine Valley High,Wake County,iReady,Per Student,1272,789,714,2024-11-11,2025-05-14,25440,Middle,
SCH005,Riverside High,Durham County,PowerSchool,Site License,783,506,453,2024-12-28,2025-07-08,16443,High,
SCH002,Pine Valley High,Wake County,Microsoft 365,Per User,1116,703,609,2024-03-22,2024-11-19,24552,Middle,
SCH005,Riverside High,Durham County,Canvas,Site License,238,186,121,2024-04-19,2024-11-04,3570,High,
SCH003,Cedar Grove High,Wake County,iReady,Per Student,497,490,403,2024-09-28,2025-06-28,10934,High,
SCH001,Oak Ridge Elementary,Wake County,Google Workspace,Per User,1419,1205,1058,2024-05-03,2025-04-26,34056,Elementary,
SCH005,Riverside High,Durham County,Microsoft 365,Per User,131,121,116,2024-06-13,2025-01-24,1048,High,
SCH004,Maple Leaf Elementary,Durham County,iReady,Per Student,1156,1063,820,2024-01-13,2024-11-02,18496,Elementary,
SCH005,Riverside High,Durham County,PowerSchool,Site License,962,826,435,2024-05-31,2025-05-29,10582,High,
SCH003,Cedar Grove High,Wake County,PowerSchool,Site License,218,142,92,2024-10-02,2025-08-01,1090,High,
SCH001,Oak Ridge Elementary,Wake County,Microsoft 365,Per User,1422,1071,969,2024-02-23,2024-07-07,31284,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Zoom,Per Host,197,137,71,2024-08-23,2025-03-10,1182,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Google Workspace,Per User,161,118,109,2024-05-08,2025-03-19,1127,Elementary,
SCH005,Riverside High,Durham County,Microsoft 365,Per User,579,451,324,2024-08-18,2025-08-05,9843,High,
SCH004,Maple Leaf Elementary,Durham County,iReady,Per Student,84,74,44,2024-09-30,2024-11-02,2100,Elementary,
SCH005,Riverside High,Durham County,Google Workspace,Per User,1249,772,744,2024-02-07,2024-09-07,26229,High,
SCH001,Oak Ridge Elementary,Wake County,iReady,Per Student,1454,1180,678,2024-05-24,2025-02-02,24718,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Zoom,Per Host,113,97,58,2024-09-30,2025-02-19,1017,Elementary,
SCH004,Maple Leaf Elementary,Durham County,PowerSchool,Site License,654,465,308,2024-12-12,2025-12-08,10464,Elementary,
SCH001,Oak Ridge Elementary,Wake County,PowerSchool,Site License,1186,783,454,2024-01-22,2024-02-23,27278,Elementary,
SCH005,Riverside High,Durham County,Canvas,Site License,1150,970,969,2024-02-13,2024-08-17,12650,High,
SCH003,Cedar Grove High,Wake County,Microsoft 365,Per User,895,867,695,2024-03-13,2024-07-03,8950,High,
SCH002,Pine Valley High,Wake County,PowerSchool,Site License,567,389,223,2024-04-02,2025-02-16,3402,Middle,
SCH005,Riverside High,Durham County,Canvas,Site License,1370,896,596,2024-12-09,2025-02-11,17810,High,
SCH001,Oak Ridge Elementary,Wake County,Microsoft 365,Per User,1239,992,983,2024-06-18,2025-01-16,11151,Elementary,
SCH002,Pine Valley High,Wake County,Google Workspace,Per User,633,537,303,2024-04-09,2024-10-18,12660,Middle,
SCH004,Maple Leaf Elementary,Durham County,iReady,Per Student,1312,1100,706,2024-10-16,2025-09-01,20992,Elementary,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,395,238,159,2024-05-06,2024-09-26,9875,High,
SCH004,Maple Leaf Elementary,Durham County,iReady,Per Student,786,539,438,2024-09-02,2025-05-26,14934,Elementary,
SCH003,Cedar Grove High,Wake County,iReady,Per Student,1047,910,510,2024-03-30,2025-03-25,25128,High,
SCH001,Oak Ridge Elementary,Wake County,iReady,Per Student,336,251,158,2024-11-16,2025-01-24,2352,Elementary,
SCH001,Oak Ridge Elementary,Wake County,PowerSchool,Site License,1343,836,834,2024-10-24,2025-09-15,22831,Elementary,
SCH005,Riverside High,Durham County,Microsoft 365,Per User,125,110,71,2024-10-05,2025-08-07,2500,High,
SCH002,Pine Valley High,Wake County,iReady,Per Student,853,625,613,2024-05-28,2024-09-03,16207,Middle,
SCH005,Riverside High,Durham County,PowerSchool,Site License,235,191,141,2024-09-14,2024-10-19,2820,High,
SCH005,Riverside High,Durham County,Zoom,Per Host,389,364,217,2024-08-16,2024-12-05,3890,High,
SCH005,Riverside High,Durham County,PowerSchool,Site License,1400,989,870,2024-09-04,2025-04-05,8400,High,
SCH002,Pine Valley High,Wake County,Canvas,Site License,524,330,232,2024-07-08,2024-12-04,3144,Middle,
SCH002,Pine Valley High,Wake County,PowerSchool,Site License,789,671,575,2024-08-20,2024-10-12,4734,Middle,
SCH003,Cedar Grove High,Wake County,Google Workspace,Per User,1491,1427,1361,2024-05-20,2024-10-31,34293,High,
SCH005,Riverside High,Durham County,PowerSchool,Site License,406,339,336,2024-07-12,2025-02-14,9338,High,
SCH001,Oak Ridge Elementary,Wake County,PowerSchool,Site License,565,435,274,2024-09-21,2025-05-16,9040,Elementary,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,1037,931,468,2024-09-13,2024-12-23,19703,High,
SCH002,Pine Valley High,Wake County,Microsoft 365,Per User,207,189,176,2024-05-23,2024-10-08,1863,Middle,
SCH002,Pine Valley High,Wake County,Microsoft 365,Per User,791,782,758,2024-03-01,2024-07-26,14238,Middle,
SCH003,Cedar Grove High,Wake County,Zoom,Per Host,282,230,201,2024-09-02,2025-06-04,3102,High,
SCH005,Riverside High,Durham County,Microsoft 365,Per User,1375,1245,644,2024-05-04,2024-06-25,12375,High,
SCH005,Riverside High,Durham County,PowerSchool,Site License,379,261,261,2024-01-21,2024-12-09,3411,High,
SCH001,Oak Ridge Elementary,Wake County,Microsoft 365,Per User,578,392,328,2024-07-26,2025-06-27,13294,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Zoom,Per Host,1405,1133,653,2024-04-20,2025-01-04,33720,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Canvas,Site License,399,295,252,2024-11-03,2025-02-14,9177,Elementary,
SCH002,Pine Valley High,Wake County,PowerSchool,Site License,1400,1363,951,2024-03-26,2024-10-17,26600,Middle,
SCH005,Riverside High,Durham County,PowerSchool,Site License,190,143,119,2024-07-16,2024-10-21,1520,High,
SCH001,Oak Ridge Elementary,Wake County,Microsoft 365,Per User,1120,1112,1072,2024-12-16,2025-08-17,10080,Elementary,
SCH005,Riverside High,Durham County,Google Workspace,Per User,413,368,341,2024-11-03,2024-12-22,9086,High,
SCH005,Riverside High,Durham County,Google Workspace,Per User,240,205,186,2024-03-07,2025-02-08,5280,High,
SCH001,Oak Ridge Elementary,Wake County,Zoom,Per Host,1379,1268,1168,2024-08-03,2025-03-10,8274,Elementary,
SCH005,Riverside High,Durham County,Canvas,Site License,519,516,504,2024-07-14,2025-02-08,11937,High,
SCH005,Riverside High,Durham County,Google Workspace,Per User,921,620,440,2024-09-01,2025-01-28,6447,High,
SCH003,Cedar Grove High,Wake County,PowerSchool,Site License,1163,906,584,2024-04-06,2024-05-08,5815,High,
SCH005,Riverside High,Durham County,PowerSchool,Site License,291,240,120,2024-07-11,2025-07-11,3201,High,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,791,528,343,2024-08-06,2025-08-04,18193,High,
SCH003,Cedar Grove High,Wake County,iReady,Per Student,1147,904,741,2024-07-06,2025-06-14,14911,High,
SCH004,Maple Leaf Elementary,Durham County,Microsoft 365,Per User,896,819,810,2024-10-12,2025-07-16,8960,Elementary,
SCH003,Cedar Grove High,Wake County,PowerSchool,Site License,1186,958,608,2024-06-06,2025-04-27,18976,High,
SCH004,Maple Leaf Elementary,Durham County,Zoom,Per Host,332,229,209,2024-04-27,2025-01-10,3320,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Microsoft 365,Per User,1091,859,831,2024-06-22,2025-04-29,26184,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Microsoft 365,Per User,846,832,418,2024-02-16,2024-05-30,16920,Elementary,
SCH005,Riverside High,Durham County,Canvas,Site License,230,146,106,2024-04-23,2024-11-28,1610,High,
SCH005,Riverside High,Durham County,Google Workspace,Per User,837,707,667,2024-12-01,2025-09-23,11718,High,
SCH005,Riverside High,Durham County,Google Workspace,Per User,408,407,329,2024-08-12,2024-09-16,4488,High,
SCH005,Riverside High,Durham County,iReady,Per Student,448,276,268,2024-09-21,2025-02-16,10752,High,
SCH002,Pine Valley High,Wake County,Zoom,Per Host,123,96,63,2024-12-01,2024-12-31,1230,Middle,
SCH001,Oak Ridge Elementary,Wake County,iReady,Per Student,868,700,692,2024-07-21,2025-03-15,19964,Elementary,
SCH002,Pine Valley High,Wake County,PowerSchool,Site License,81,52,28,2024-10-08,2025-04-01,1782,Middle,
SCH005,Riverside High,Durham County,iReady,Per Student,761,597,413,2024-11-06,2025-03-15,14459,High,
SCH004,Maple Leaf Elementary,Durham County,PowerSchool,Site License,59,43,26,2024-07-27,2025-05-12,472,Elementary,
SCH005,Riverside High,Durham County,Google Workspace,Per User,1080,798,573,2024-02-29,2024-12-17,14040,High,
SCH005,Riverside High,Durham County,PowerSchool,Site License,562,514,483,2024-07-12,2025-05-26,11240,High,
SCH002,Pine Valley High,Wake County,iReady,Per Student,989,941,705,2024-10-27,2024-12-10,19780,Middle,
SCH001,Oak Ridge Elementary,Wake County,iReady,Per Student,188,160,108,2024-12-12,2025-05-08,2820,Elementary,
SCH004,Maple Leaf Elementary,Durham County,iReady,Per Student,1107,938,473,2024-12-24,2025-06-06,13284,Elementary,
SCH003,Cedar Grove High,Wake County,Google Workspace,Per User,867,864,815,2024-06-24,2024-08-31,19074,High,
SCH002,Pine Valley High,Wake County,Canvas,Site License,692,596,409,2024-10-20,2025-04-05,6920,Middle,
SCH002,Pine Valley High,Wake County,Canvas,Site License,458,334,228,2024-05-15,2024-09-27,5496,Middle,
SCH002,Pine Valley High,Wake County,Microsoft 365,Per User,1316,1153,735,2024-02-24,2024-05-25,9212,Middle,
SCH004,Maple Leaf Elementary,Durham County,PowerSchool,Site License,63,61,32,2024-09-03,2025-04-11,1512,Elementary,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,1226,1179,870,2024-09-08,2025-01-09,25746,High,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,504,494,394,2024-03-06,2024-05-02,10584,High,
SCH004,Maple Leaf Elementary,Durham County,Canvas,Site License,1157,710,612,2024-06-26,2025-02-12,11570,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Google Workspace,Per User,1480,1418,1180,2024-06-10,2024-07-14,7400,Elementary,
SCH002,Pine Valley High,Wake County,Canvas,Site License,1239,794,563,2024-07-04,2025-06-12,16107,Middle,
SCH002,Pine Valley High,Wake County,PowerSchool,Site License,588,412,274,2024-08-29,2025-08-07,8820,Middle,
SCH003,Cedar Grove High,Wake County,Microsoft 365,Per User,1071,859,536,2024-08-02,2025-03-10,17136,High,
SCH004,Maple Leaf Elementary,Durham County,iReady,Per Student,973,675,629,2024-03-08,2025-01-26,11676,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Zoom,Per Host,602,566,403,2024-10-11,2025-06-19,10234,Elementary,
SCH002,Pine Valley High,Wake County,Microsoft 365,Per User,356,334,169,2024-03-31,2024-12-01,7120,Middle,
SCH002,Pine Valley High,Wake County,Zoom,Per Host,1108,937,836,2024-06-10,2025-03-16,15512,Middle,
